variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes	sensi_1	sensi_0	speci_1	speci_0	mutation_in_interest	mutation_not_in_interest	mutation_in_compared	mutation_not_in_compared
group_2053	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
recT_1	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
recT_2	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
rcbA	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2057	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2058	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
vgrG1	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
hcpA_1	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2061	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2062	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2063	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2064	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2065	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2066	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2067	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2068	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2069	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2070	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2071	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2072	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2073	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2074	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2075	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2102	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2103	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2104	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2105	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2106	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2107	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2108	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
hcp1_2	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2110	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2111	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2112	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2113	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2114	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2115	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_2580	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
lysA_1	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
intA_3	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
rhsD_2	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_823	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_824	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
traD	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_826	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_828	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_829	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_830	0.2	5.15e-07	0.8270000000000001	-0.43	1.96	0.0201	bad-chisq	0.016666666666666666	0.9833333333333333	0.38333333333333336	0.6166666666666667	1	59	23	37
group_1966	0.192	1.11e-06	0.973	-0.0113	0.335	0.0031	bad-chisq	0.016666666666666666	0.9833333333333333	0.36666666666666664	0.6333333333333333	1	59	22	38
group_2143	0.192	9.6e-08	0.0102	-0.981	0.376	0.23399999999999999	bad-chisq	0.0	1.0	0.38333333333333336	0.6166666666666667	0	60	23	37
group_1424	0.183	0.0591	0.8270000000000001	-0.0203	0.0923	0.0202		0.25	0.75	0.11666666666666667	0.8833333333333333	15	45	7	53
group_1155	0.175	0.0926	0.888	0.0136	0.0959	0.013		0.11666666666666667	0.8833333333333333	0.23333333333333334	0.7666666666666667	7	53	14	46
group_22	0.175	5e-06	0.475	0.16	0.223	0.0658	bad-chisq	0.016666666666666666	0.9833333333333333	0.3333333333333333	0.6666666666666666	1	59	20	40
rop	0.16699999999999998	0.000605	0.35600000000000004	0.145	0.157	0.085		0.2833333333333333	0.7166666666666667	0.05	0.95	17	43	3	57
mbeC	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
group_1218	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
group_1219	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
group_1220	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
group_187	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
aplIM	0.15	0.00216	0.718	0.0661	0.183	0.0332		0.25	0.75	0.05	0.95	15	45	3	57
group_116	0.142	0.43200000000000005	0.929	0.00745	0.0832	0.00824		0.11666666666666667	0.8833333333333333	0.16666666666666666	0.8333333333333334	7	53	10	50
group_190	0.142	0.191	0.62	0.0511	0.10300000000000001	0.0457		0.1	0.9	0.18333333333333332	0.8166666666666667	6	54	11	49
group_1414	0.133	0.0317	0.889	-0.0308	0.221	0.0128		0.2	0.8	0.06666666666666667	0.9333333333333333	12	48	4	56
group_1468	0.10800000000000001	0.00123	0.185	-0.247	0.185	0.122	bad-chisq	0.016666666666666666	0.9833333333333333	0.2	0.8	1	59	12	48
group_1826	0.1	0.0149	0.8859999999999999	0.0637	0.44299999999999995	0.0132		0.03333333333333333	0.9666666666666667	0.16666666666666666	0.8333333333333334	2	58	10	50
group_1827	0.1	0.0149	0.8859999999999999	0.0637	0.44299999999999995	0.0132		0.03333333333333333	0.9666666666666667	0.16666666666666666	0.8333333333333334	2	58	10	50
ydfK	0.1	0.0149	0.8859999999999999	0.0637	0.44299999999999995	0.0132		0.03333333333333333	0.9666666666666667	0.16666666666666666	0.8333333333333334	2	58	10	50
group_1829	0.1	0.0149	0.8859999999999999	0.0637	0.44299999999999995	0.0132		0.03333333333333333	0.9666666666666667	0.16666666666666666	0.8333333333333334	2	58	10	50
group_1846	0.1	0.0149	0.8859999999999999	0.0637	0.44299999999999995	0.0132		0.03333333333333333	0.9666666666666667	0.16666666666666666	0.8333333333333334	2	58	10	50
group_2080	0.0917	0.00441	0.436	-0.255	0.326	0.0718	bad-chisq	0.016666666666666666	0.9833333333333333	0.16666666666666666	0.8333333333333334	1	59	10	50
group_810	0.0917	0.752	0.42100000000000004	0.0858	0.106	0.0742		0.1	0.9	0.08333333333333333	0.9166666666666666	6	54	5	55
group_119	0.0833	0.0009570000000000001	0.75	-0.0449	0.14	0.0294	bad-chisq	0.0	1.0	0.16666666666666666	0.8333333333333334	0	60	10	50
group_1278	0.0833	0.00823	0.157	0.23800000000000002	0.16699999999999998	0.13	bad-chisq	0.15	0.85	0.016666666666666666	0.9833333333333333	9	51	1	59
group_188	0.0833	0.0475	0.0291	-0.222	0.10099999999999999	0.19899999999999998		0.03333333333333333	0.9666666666666667	0.13333333333333333	0.8666666666666667	2	58	8	52
group_1949	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1989	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1990	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1991	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1992	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1993	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1994	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1995	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1996	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1997	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1998	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1999	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2000	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2001	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2002	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2003	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2004	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2005	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2006	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2007	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2010	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2012	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2013	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2014	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2015	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2016	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
clpP_3	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2018	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2019	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2020	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2021	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2022	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2023	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2024	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2077	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2078	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2079	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2081	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2082	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
dinI_1	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2084	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2085	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2086	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2087	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2088	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
dnaC_1	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2090	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2091	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2092	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2093	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2094	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2095	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2096	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2097	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2098	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2099	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2100	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2101	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2116	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2117	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2118	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2119	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2120	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2121	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2122	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2123	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2124	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2125	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2126	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2127	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2128	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2129	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2130	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2131	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2132	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2133	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2134	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2135	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2136	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2137	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2138	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_2139	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
rpsT	0.0833	0.0009570000000000001	0.526	-0.0856	0.135	0.0585	bad-chisq	0.0	1.0	0.16666666666666666	0.8333333333333334	0	60	10	50
group_831	0.0833	0.00823	0.96	0.0477	0.9570000000000001	0.0045899999999999995	bad-chisq	0.016666666666666666	0.9833333333333333	0.15	0.85	1	59	9	51
group_1291	0.075	0.298	0.212	0.268	0.214	0.115		0.1	0.9	0.05	0.95	6	54	3	57
group_2011	0.075	0.0153	0.34700000000000003	0.348	0.369	0.0866	bad-chisq	0.016666666666666666	0.9833333333333333	0.13333333333333333	0.8666666666666667	1	59	8	52
group_425	0.075	0.0018100000000000002	0.0298	0.385	0.175	0.198	bad-chisq	0.15	0.85	0.0	1.0	9	51	0	60
group_1448	0.0667	0.46399999999999997	0.11199999999999999	-0.23600000000000002	0.14800000000000002	0.146	bad-chisq	0.05	0.95	0.08333333333333333	0.9166666666666666	3	57	5	55
group_1370	0.0583	0.243	0.228	0.141	0.11599999999999999	0.111	bad-chisq	0.08333333333333333	0.9166666666666666	0.03333333333333333	0.9666666666666667	5	55	2	58
group_189	0.0583	0.0515	0.077	0.285	0.16	0.162	bad-chisq	0.1	0.9	0.016666666666666666	0.9833333333333333	6	54	1	59
group_795	0.0583	0.0064	0.0383	0.433	0.207	0.18899999999999997	bad-chisq	0.11666666666666667	0.8833333333333333	0.0	1.0	7	53	0	60
